1945,EXP028,2016/07/25T08:43:37,Purchase
498,EXP082,2016/07/28T07:20:54,Purchase
11,EXP061,2016/07/20T06:01:32,Purchase
833,EXP020,2016/07/22T06:02:05,Purchase
1228,EXP023,2016/07/29T01:11:39,Purchase
2981,EXP041,2016/07/26T12:24:21,Purchase
127,EXP000,2016/07/20T11:09:00,Purchase
2757,EXP058,2016/07/26T19:19:03,Purchase
3710,EXP071,2016/07/25T22:02:32,Purchase
3512,EXP067,2016/07/29T10:26:13,Purchase
3062,EXP049,2016/07/23T08:08:34,Purchase
1623,EXP020,2016/07/25T06:11:37,Purchase
829,EXP082,2016/07/29T22:57:24,Purchase
696,EXP081,2016/07/29T03:28:03,Purchase
3435,EXP061,2016/07/22T01:56:57,Purchase
417,EXP048,2016/07/25T15:22:45,Purchase
2782,EXP087,2016/07/23T03:01:44,Purchase
265,EXP063,2016/07/25T17:08:44,Purchase
1631,EXP084,2016/07/20T04:15:37,Purchase
1403,EXP086,2016/07/29T18:48:18,Purchase
2248,EXP014,2016/07/29T06:43:15,Purchase
3538,EXP051,2016/07/27T03:39:31,Purchase
3320,EXP026,2016/07/24T18:42:43,Purchase
3575,EXP006,2016/07/24T19:44:18,Purchase
2112,EXP052,2016/07/26T14:38:11,Purchase
547,EXP002,2016/07/28T20:05:52,Purchase
1325,EXP079,2016/07/23T03:38:26,Purchase
3068,EXP030,2016/07/24T05:52:56,Purchase
1344,EXP034,2016/07/26T16:40:53,Purchase
892,EXP080,2016/07/24T01:40:19,Purchase
3936,EXP011,2016/07/23T03:18:12,Purchase
413,EXP010,2016/07/21T14:53:13,Purchase
1475,EXP065,2016/07/23T18:28:59,Purchase
3750,EXP068,2016/07/27T16:14:11,Purchase
3492,EXP091,2016/07/28T13:22:09,Purchase
1561,EXP028,2016/07/22T06:02:50,Purchase
871,EXP023,2016/07/25T09:11:32,Purchase
3486,EXP003,2016/07/24T18:15:25,Purchase
3846,EXP091,2016/07/26T16:14:22,Purchase
644,EXP084,2016/07/28T15:22:15,Purchase
1686,EXP024,2016/07/25T04:26:48,Purchase
3530,EXP041,2016/07/26T00:32:18,Purchase
3543,EXP040,2016/07/21T23:52:57,Purchase
1071,EXP003,2016/07/28T01:24:18,Purchase
3308,EXP007,2016/07/23T13:40:35,Purchase
103,EXP043,2016/07/24T14:16:45,Purchase
2158,EXP090,2016/07/28T11:17:28,Purchase
2614,EXP032,2016/07/29T04:04:48,Purchase
172,EXP057,2016/07/28T05:10:33,Purchase
3054,EXP065,2016/07/27T05:39:08,Purchase
828,EXP025,2016/07/20T16:15:56,Purchase
252,EXP055,2016/07/28T21:52:22,Purchase
2548,EXP050,2016/07/22T20:10:43,Purchase
3194,EXP060,2016/07/23T05:55:25,Purchase
3771,EXP049,2016/07/28T23:26:33,Purchase
458,EXP011,2016/07/24T12:41:27,Purchase
1489,EXP046,2016/07/25T03:42:18,Purchase
360,EXP048,2016/07/22T14:05:40,Purchase
263,EXP044,2016/07/27T21:20:01,Purchase
2558,EXP015,2016/07/27T23:22:20,Purchase
881,EXP058,2016/07/21T08:44:58,Purchase
2150,EXP070,2016/07/27T11:22:25,Purchase
2867,EXP057,2016/07/20T15:26:38,Purchase
3032,EXP085,2016/07/29T10:01:24,Purchase
3100,EXP077,2016/07/26T03:12:21,Purchase
302,EXP081,2016/07/24T23:45:50,Purchase
2816,EXP024,2016/07/29T14:25:46,Purchase
2144,EXP088,2016/07/27T01:43:57,Purchase
1161,EXP080,2016/07/27T20:22:20,Purchase
1167,EXP072,2016/07/28T07:49:17,Purchase
2059,EXP057,2016/07/29T19:04:07,Purchase
1314,EXP078,2016/07/25T09:12:05,Purchase
3039,EXP007,2016/07/28T21:07:57,Purchase
3660,EXP029,2016/07/20T04:38:05,Purchase
621,EXP047,2016/07/21T01:47:02,Purchase
659,EXP038,2016/07/21T21:37:01,Purchase
2164,EXP072,2016/07/20T14:18:45,Purchase
1028,EXP037,2016/07/28T19:35:12,Purchase
3929,EXP026,2016/07/27T15:06:42,Purchase
490,EXP074,2016/07/28T14:34:38,Purchase
962,EXP040,2016/07/22T09:17:07,Purchase
526,EXP047,2016/07/23T14:38:37,Purchase
3950,EXP027,2016/07/27T05:41:58,Purchase
1577,EXP023,2016/07/25T02:34:13,Purchase
1313,EXP086,2016/07/22T02:42:11,Purchase
233,EXP027,2016/07/25T21:52:02,Purchase
1815,EXP084,2016/07/29T07:47:04,Purchase
2770,EXP015,2016/07/27T08:17:13,Purchase
3177,EXP074,2016/07/26T17:25:33,Purchase
3459,EXP080,2016/07/25T15:44:04,Purchase
1498,EXP053,2016/07/21T21:16:31,Purchase
278,EXP089,2016/07/23T13:49:20,Purchase
2038,EXP037,2016/07/20T08:45:14,Purchase
2147,EXP026,2016/07/23T07:12:32,Purchase
3647,EXP070,2016/07/24T10:49:32,Purchase
3927,EXP023,2016/07/28T17:25:28,Purchase
397,EXP036,2016/07/29T12:48:49,Purchase
475,EXP064,2016/07/27T23:26:39,Purchase
1783,EXP068,2016/07/23T21:02:00,Purchase
2355,EXP068,2016/07/28T02:36:56,Purchase
3733,EXP036,2016/07/21T18:08:20,Purchase
2437,EXP001,2016/07/21T23:50:54,Purchase
832,EXP090,2016/07/25T09:39:25,Purchase
3090,EXP068,2016/07/22T11:02:29,Purchase
3911,EXP041,2016/07/30T00:20:31,Purchase
2324,EXP014,2016/07/22T22:36:11,Purchase
754,EXP053,2016/07/24T12:31:07,Purchase
3537,EXP076,2016/07/22T23:36:06,Purchase
111,EXP074,2016/07/27T05:20:48,Purchase
3162,EXP083,2016/07/20T23:04:47,Purchase
3835,EXP084,2016/07/23T13:58:52,Purchase
2797,EXP010,2016/07/22T13:25:26,Purchase
1363,EXP004,2016/07/20T15:14:54,Purchase
2642,EXP001,2016/07/22T23:14:36,Purchase
240,EXP005,2016/07/25T20:15:59,Purchase
3058,EXP069,2016/07/25T17:55:55,Purchase
2034,EXP046,2016/07/22T01:23:34,Purchase
2208,EXP010,2016/07/27T10:47:47,Purchase
1801,EXP070,2016/07/25T05:23:09,Purchase
2261,EXP089,2016/07/28T21:07:07,Purchase
3320,EXP045,2016/07/29T16:31:35,Purchase
2934,EXP087,2016/07/29T07:27:16,Purchase
3126,EXP032,2016/07/23T03:44:08,Purchase
2542,EXP066,2016/07/21T00:16:48,Purchase
1920,EXP043,2016/07/20T21:39:56,Purchase
3369,EXP000,2016/07/25T09:19:24,Purchase
1711,EXP065,2016/07/29T22:18:51,Purchase
3697,EXP009,2016/07/28T20:59:33,Purchase
1555,EXP086,2016/07/22T15:25:52,Purchase
3915,EXP071,2016/07/28T08:02:13,Purchase
1777,EXP003,2016/07/29T14:31:31,Purchase
2939,EXP057,2016/07/27T01:21:31,Purchase
2494,EXP076,2016/07/21T06:18:15,Purchase
3453,EXP039,2016/07/22T22:29:41,Purchase
1468,EXP046,2016/07/29T23:22:48,Purchase
539,EXP036,2016/07/25T01:04:06,Purchase
477,EXP024,2016/07/20T05:09:30,Purchase
3831,EXP051,2016/07/27T01:28:57,Purchase
2820,EXP054,2016/07/24T21:28:13,Purchase
805,EXP045,2016/07/24T09:55:59,Purchase
63,EXP029,2016/07/25T07:17:55,Purchase
1748,EXP039,2016/07/20T21:16:32,Purchase
1823,EXP072,2016/07/24T21:11:17,Purchase
2572,EXP058,2016/07/29T11:42:13,Purchase
2518,EXP069,2016/07/27T06:46:32,Purchase
1769,EXP031,2016/07/23T04:49:06,Purchase
749,EXP036,2016/07/29T18:48:27,Purchase
1963,EXP028,2016/07/20T22:56:31,Purchase
630,EXP067,2016/07/20T05:53:31,Purchase
2323,EXP018,2016/07/21T07:34:07,Purchase
1270,EXP008,2016/07/23T20:05:30,Purchase
3006,EXP075,2016/07/29T18:18:46,Purchase
2257,EXP040,2016/07/23T01:43:45,Purchase
2314,EXP056,2016/07/22T03:19:55,Purchase
197,EXP024,2016/07/20T11:17:17,Purchase
1907,EXP068,2016/07/23T20:15:14,Purchase
2369,EXP027,2016/07/21T08:34:02,Purchase
1761,EXP054,2016/07/23T02:21:40,Purchase
258,EXP071,2016/07/30T01:36:26,Purchase
638,EXP010,2016/07/28T15:49:34,Purchase
3509,EXP055,2016/07/28T15:32:14,Purchase
1880,EXP046,2016/07/28T19:02:23,Purchase
771,EXP039,2016/07/22T11:33:01,Purchase
3815,EXP005,2016/07/29T18:51:20,Purchase
1612,EXP052,2016/07/28T18:04:05,Purchase
2579,EXP087,2016/07/29T15:44:35,Purchase
2995,EXP066,2016/07/21T16:41:28,Purchase
409,EXP086,2016/07/28T13:31:06,Purchase
2711,EXP069,2016/07/29T22:39:22,Purchase
1992,EXP088,2016/07/24T08:01:01,Purchase
1214,EXP025,2016/07/20T10:24:57,Purchase
1419,EXP013,2016/07/20T04:51:00,Purchase
577,EXP082,2016/07/20T21:30:45,Purchase
2128,EXP033,2016/07/21T14:15:16,Purchase
2387,EXP073,2016/07/27T01:32:54,Purchase
1864,EXP061,2016/07/23T03:23:54,Purchase
975,EXP066,2016/07/28T04:06:51,Purchase
1537,EXP051,2016/07/29T22:05:00,Purchase
210,EXP049,2016/07/25T03:05:33,Purchase
1759,EXP048,2016/07/26T20:19:20,Purchase
3541,EXP069,2016/07/29T15:50:30,Purchase
2268,EXP008,2016/07/27T16:46:45,Purchase
1149,EXP065,2016/07/23T18:11:53,Purchase
1472,EXP072,2016/07/26T08:49:25,Purchase
1747,EXP050,2016/07/27T23:46:39,Purchase
2102,EXP032,2016/07/26T04:48:13,Purchase
2047,EXP080,2016/07/27T18:06:11,Purchase
3650,EXP062,2016/07/24T04:50:33,Purchase
679,EXP004,2016/07/25T12:27:36,Purchase
1072,EXP065,2016/07/23T17:57:18,Purchase
2294,EXP089,2016/07/21T20:04:14,Purchase
2639,EXP038,2016/07/24T03:36:17,Purchase
1362,EXP031,2016/07/23T20:24:34,Purchase
1850,EXP002,2016/07/24T19:04:04,Purchase
1943,EXP011,2016/07/20T15:33:55,Purchase
3868,EXP078,2016/07/24T05:14:27,Purchase
2347,EXP036,2016/07/28T19:28:27,Purchase
197,EXP041,2016/07/24T21:22:40,Purchase
2230,EXP065,2016/07/28T21:34:07,Purchase
572,EXP089,2016/07/28T11:46:42,Purchase
3910,EXP034,2016/07/22T22:34:40,Purchase
3726,EXP090,2016/07/29T23:43:59,Purchase
3445,EXP034,2016/07/27T01:37:40,Purchase
3258,EXP055,2016/07/29T05:44:24,Purchase
810,EXP060,2016/07/29T11:50:13,Purchase
1257,EXP038,2016/07/29T16:04:33,Purchase
3722,EXP082,2016/07/23T17:50:18,Purchase
673,EXP041,2016/07/29T07:52:34,Purchase
3419,EXP041,2016/07/28T10:43:56,Purchase
2442,EXP090,2016/07/26T22:44:53,Purchase
890,EXP089,2016/07/27T15:52:45,Purchase
1503,EXP041,2016/07/27T20:31:30,Purchase
3656,EXP008,2016/07/23T03:06:15,Purchase
3254,EXP056,2016/07/25T06:36:47,Purchase
1268,EXP087,2016/07/28T23:26:26,Purchase
34,EXP082,2016/07/25T02:48:18,Purchase
318,EXP055,2016/07/24T20:57:54,Purchase
1258,EXP019,2016/07/23T11:12:21,Purchase
2726,EXP084,2016/07/26T04:16:45,Purchase
3035,EXP010,2016/07/23T03:18:49,Purchase
60,EXP009,2016/07/25T15:17:15,Purchase
241,EXP039,2016/07/21T04:43:10,Purchase
293,EXP078,2016/07/29T17:41:48,Purchase
1643,EXP012,2016/07/27T12:16:36,Purchase
3325,EXP027,2016/07/23T11:07:04,Purchase
2714,EXP070,2016/07/20T23:38:40,Purchase
1898,EXP033,2016/07/21T02:04:52,Purchase
2602,EXP073,2016/07/25T10:42:13,Purchase
1416,EXP068,2016/07/27T00:53:20,Purchase
3788,EXP087,2016/07/24T04:28:02,Purchase
3002,EXP079,2016/07/28T03:28:02,Purchase
442,EXP021,2016/07/21T14:27:47,Purchase
3892,EXP066,2016/07/24T23:04:24,Purchase
1442,EXP032,2016/07/29T01:15:07,Purchase
1716,EXP025,2016/07/23T04:10:02,Purchase
2327,EXP011,2016/07/28T06:52:30,Purchase
1068,EXP047,2016/07/23T03:20:00,Purchase
42,EXP016,2016/07/25T07:55:37,Purchase
3006,EXP014,2016/07/29T13:23:53,Purchase
3513,EXP017,2016/07/27T23:15:19,Purchase
2475,EXP076,2016/07/22T15:26:22,Purchase
2738,EXP040,2016/07/21T05:11:50,Purchase
1199,EXP019,2016/07/28T13:40:21,Purchase
1672,EXP053,2016/07/20T09:48:22,Purchase
1725,EXP023,2016/07/23T12:01:39,Purchase
3426,EXP033,2016/07/20T04:42:16,Purchase
503,EXP086,2016/07/28T02:31:28,Purchase
2221,EXP087,2016/07/22T11:55:29,Purchase
2449,EXP069,2016/07/22T14:40:12,Purchase
1119,EXP041,2016/07/22T02:18:52,Purchase
1372,EXP082,2016/07/29T10:34:30,Purchase
2451,EXP072,2016/07/25T03:25:06,Purchase
3160,EXP001,2016/07/23T16:49:23,Purchase
506,EXP023,2016/07/28T08:15:27,Purchase
51,EXP047,2016/07/24T03:50:11,Purchase
2924,EXP091,2016/07/26T19:29:38,Purchase
1534,EXP092,2016/07/24T23:03:57,Purchase
2185,EXP053,2016/07/20T06:32:22,Purchase
2159,EXP018,2016/07/24T11:07:55,Purchase
563,EXP085,2016/07/26T15:08:33,Purchase
3209,EXP077,2016/07/26T20:02:12,Purchase
167,EXP016,2016/07/23T02:13:58,Purchase
1941,EXP006,2016/07/29T19:23:47,Purchase
3025,EXP050,2016/07/23T16:10:39,Purchase
3014,EXP021,2016/07/21T20:45:20,Purchase
1229,EXP019,2016/07/20T02:22:19,Purchase
1375,EXP085,2016/07/29T13:29:05,Purchase
2335,EXP005,2016/07/28T03:27:27,Purchase
2401,EXP085,2016/07/24T12:10:57,Purchase
2490,EXP024,2016/07/23T22:39:40,Purchase
2304,EXP066,2016/07/24T11:12:57,Purchase
2245,EXP085,2016/07/25T10:53:28,Purchase
536,EXP087,2016/07/26T18:28:57,Purchase
942,EXP010,2016/07/27T03:20:17,Purchase
388,EXP088,2016/07/20T19:48:29,Purchase
3967,EXP012,2016/07/25T10:31:00,Purchase
2378,EXP009,2016/07/21T23:57:59,Purchase
1874,EXP013,2016/07/20T11:33:14,Purchase
946,EXP084,2016/07/22T23:16:07,Purchase
3988,EXP076,2016/07/26T21:15:05,Purchase
2263,EXP088,2016/07/26T20:47:44,Purchase
2919,EXP061,2016/07/25T13:06:04,Purchase
548,EXP092,2016/07/27T04:52:39,Purchase
3337,EXP019,2016/07/29T15:56:54,Purchase
2805,EXP054,2016/07/26T16:50:12,Purchase
1114,EXP083,2016/07/29T17:03:01,Purchase
817,EXP086,2016/07/27T18:44:12,Purchase
1194,EXP001,2016/07/25T06:48:39,Purchase
2529,EXP075,2016/07/26T09:43:28,Purchase
307,EXP040,2016/07/26T02:37:54,Purchase
673,EXP085,2016/07/24T06:38:02,Purchase
1797,EXP066,2016/07/27T15:45:45,Purchase
537,EXP073,2016/07/25T21:13:40,Purchase
1715,EXP063,2016/07/21T08:32:06,Purchase
1436,EXP073,2016/07/20T14:08:41,Purchase
1813,EXP002,2016/07/21T03:39:37,Purchase
2464,EXP078,2016/07/26T23:56:30,Purchase
2271,EXP013,2016/07/27T13:51:03,Purchase
3302,EXP063,2016/07/23T09:59:47,Purchase
475,EXP017,2016/07/20T03:07:38,Purchase
3846,EXP039,2016/07/28T04:56:14,Purchase
111,EXP013,2016/07/20T20:03:23,Purchase
3723,EXP060,2016/07/20T19:58:07,Purchase
363,EXP025,2016/07/26T21:56:04,Purchase
546,EXP013,2016/07/27T21:30:25,Purchase
2051,EXP037,2016/07/20T20:08:01,Purchase
3438,EXP064,2016/07/29T17:51:03,Purchase
2522,EXP007,2016/07/24T03:51:30,Purchase
2821,EXP031,2016/07/27T05:47:38,Purchase
2090,EXP018,2016/07/26T11:02:41,Purchase
2775,EXP014,2016/07/24T03:00:26,Purchase
221,EXP006,2016/07/24T18:59:40,Purchase
3009,EXP077,2016/07/26T20:48:11,Purchase
3439,EXP039,2016/07/23T06:08:02,Purchase
3785,EXP057,2016/07/27T15:01:28,Purchase
257,EXP009,2016/07/22T16:07:22,Purchase
3240,EXP067,2016/07/25T04:50:38,Purchase
1989,EXP022,2016/07/23T22:00:14,Purchase
1092,EXP023,2016/07/23T17:48:21,Purchase
2024,EXP081,2016/07/22T05:35:14,Purchase
1936,EXP030,2016/07/28T07:36:21,Purchase
756,EXP028,2016/07/26T23:28:15,Purchase
1479,EXP009,2016/07/28T22:09:31,Purchase
3571,EXP014,2016/07/21T15:10:37,Purchase
2798,EXP026,2016/07/20T04:04:12,Purchase
2066,EXP022,2016/07/25T08:15:34,Purchase
1009,EXP039,2016/07/26T12:59:04,Purchase
1352,EXP035,2016/07/22T15:11:34,Purchase
2349,EXP086,2016/07/22T09:37:02,Purchase
481,EXP015,2016/07/24T21:10:07,Purchase
3972,EXP072,2016/07/21T13:59:48,Purchase
3619,EXP077,2016/07/29T16:26:16,Purchase
2016,EXP019,2016/07/23T00:29:01,Purchase
1672,EXP046,2016/07/23T07:59:25,Purchase
1809,EXP093,2016/07/28T03:17:45,Purchase
3442,EXP073,2016/07/24T18:21:44,Purchase
3309,EXP030,2016/07/29T18:47:59,Purchase
2320,EXP064,2016/07/26T00:33:29,Purchase
2088,EXP010,2016/07/25T05:21:19,Purchase
2920,EXP045,2016/07/21T04:41:46,Purchase
3618,EXP052,2016/07/23T16:48:18,Purchase
3715,EXP063,2016/07/23T15:54:20,Purchase
3384,EXP067,2016/07/21T05:39:54,Purchase
13,EXP045,2016/07/20T23:47:47,Purchase
2978,EXP037,2016/07/22T20:31:05,Purchase
695,EXP026,2016/07/29T13:37:42,Purchase
3803,EXP034,2016/07/23T13:19:41,Purchase
3072,EXP009,2016/07/29T01:52:03,Purchase
540,EXP065,2016/07/21T11:56:17,Purchase
3451,EXP036,2016/07/28T12:50:28,Purchase
2299,EXP007,2016/07/24T23:20:07,Purchase
1668,EXP051,2016/07/22T07:50:38,Purchase
1961,EXP030,2016/07/25T08:21:02,Purchase
1176,EXP036,2016/07/20T11:27:28,Purchase
1438,EXP065,2016/07/24T02:55:14,Purchase
1195,EXP035,2016/07/22T09:53:10,Purchase
1720,EXP085,2016/07/26T15:41:28,Purchase
1778,EXP052,2016/07/21T15:07:34,Purchase
1070,EXP071,2016/07/27T23:40:46,Purchase
2187,EXP019,2016/07/25T22:43:52,Purchase
88,EXP024,2016/07/26T04:03:40,Purchase
172,EXP065,2016/07/26T05:08:16,Purchase
2568,EXP022,2016/07/25T16:09:53,Purchase
2293,EXP077,2016/07/28T17:28:35,Purchase
854,EXP068,2016/07/20T23:09:10,Purchase
3547,EXP021,2016/07/23T04:16:42,Purchase
3339,EXP017,2016/07/28T20:05:24,Purchase
2025,EXP082,2016/07/24T19:23:13,Purchase
898,EXP088,2016/07/27T13:57:06,Purchase
3822,EXP013,2016/07/25T23:53:13,Purchase
3106,EXP090,2016/07/25T15:45:14,Purchase
2329,EXP020,2016/07/23T17:07:58,Purchase
3873,EXP013,2016/07/27T18:50:52,Purchase
3393,EXP057,2016/07/21T18:11:03,Purchase
575,EXP069,2016/07/27T12:25:04,Purchase
178,EXP058,2016/07/21T05:40:55,Purchase
670,EXP056,2016/07/24T06:30:51,Purchase
177,EXP069,2016/07/27T05:29:32,Purchase
2322,EXP068,2016/07/22T12:43:36,Purchase
3585,EXP078,2016/07/25T09:33:24,Purchase
3712,EXP074,2016/07/23T04:20:30,Purchase
674,EXP060,2016/07/20T17:19:37,Purchase
33,EXP058,2016/07/26T06:57:20,Purchase
3620,EXP051,2016/07/21T22:49:14,Purchase
2678,EXP019,2016/07/29T22:26:11,Purchase
2424,EXP072,2016/07/23T23:41:53,Purchase
3595,EXP050,2016/07/26T18:59:12,Purchase
1341,EXP028,2016/07/27T09:33:37,Purchase
2160,EXP022,2016/07/21T12:59:26,Purchase
3354,EXP062,2016/07/21T04:09:32,Purchase
2384,EXP024,2016/07/24T14:43:36,Purchase
372,EXP043,2016/07/22T02:24:57,Purchase
2635,EXP040,2016/07/23T10:13:50,Purchase
270,EXP069,2016/07/21T07:29:00,Purchase
2441,EXP027,2016/07/27T21:23:01,Purchase
3337,EXP070,2016/07/25T05:48:43,Purchase
3877,EXP062,2016/07/20T13:01:33,Purchase
2664,EXP070,2016/07/21T23:55:56,Purchase
1542,EXP006,2016/07/29T14:15:06,Purchase
1112,EXP001,2016/07/24T12:15:38,Purchase
2461,EXP088,2016/07/20T04:19:07,Purchase
3809,EXP044,2016/07/24T23:09:45,Purchase
3029,EXP051,2016/07/23T00:12:03,Purchase
749,EXP038,2016/07/25T20:58:48,Purchase
3230,EXP075,2016/07/28T00:57:58,Purchase
968,EXP028,2016/07/23T19:46:18,Purchase
1368,EXP020,2016/07/27T21:01:06,Purchase
3564,EXP065,2016/07/25T20:19:42,Purchase
2166,EXP084,2016/07/21T13:43:34,Purchase
906,EXP002,2016/07/25T03:53:36,Purchase
1563,EXP008,2016/07/28T12:24:53,Purchase
3922,EXP040,2016/07/21T03:39:28,Purchase
1275,EXP064,2016/07/29T03:35:26,Purchase
3643,EXP002,2016/07/24T22:58:56,Purchase
3487,EXP021,2016/07/23T10:15:36,Purchase
3665,EXP029,2016/07/29T01:51:56,Purchase
960,EXP039,2016/07/23T17:28:09,Purchase
929,EXP073,2016/07/22T07:15:14,Purchase
967,EXP036,2016/07/22T17:49:02,Purchase
980,EXP092,2016/07/29T05:33:42,Purchase
3622,EXP049,2016/07/24T02:04:19,Purchase
3627,EXP056,2016/07/28T21:03:50,Purchase
2115,EXP025,2016/07/22T19:15:14,Purchase
2178,EXP085,2016/07/25T11:38:10,Purchase
125,EXP076,2016/07/26T04:24:03,Purchase
2438,EXP067,2016/07/28T16:34:53,Purchase
2151,EXP052,2016/07/26T19:54:15,Purchase
1890,EXP092,2016/07/21T13:51:16,Purchase
2383,EXP052,2016/07/20T14:00:49,Purchase
1600,EXP046,2016/07/27T19:33:00,Purchase
329,EXP065,2016/07/22T13:31:23,Purchase
1712,EXP038,2016/07/26T08:49:42,Purchase
1383,EXP065,2016/07/29T00:27:27,Purchase
1195,EXP051,2016/07/23T19:00:59,Purchase
3878,EXP014,2016/07/26T02:37:57,Purchase
3290,EXP046,2016/07/22T15:29:05,Purchase
3160,EXP005,2016/07/21T10:18:38,Purchase
3195,EXP019,2016/07/28T18:26:16,Purchase
718,EXP030,2016/07/28T14:12:36,Purchase
1979,EXP061,2016/07/22T11:41:29,Purchase
2743,EXP004,2016/07/23T18:00:31,Purchase
1028,EXP085,2016/07/29T22:11:00,Purchase
3051,EXP057,2016/07/26T04:58:30,Purchase
3635,EXP030,2016/07/24T04:16:30,Purchase
2924,EXP009,2016/07/29T05:24:37,Purchase
717,EXP034,2016/07/22T15:48:51,Purchase
2901,EXP001,2016/07/26T13:34:42,Purchase
3753,EXP086,2016/07/25T01:43:35,Purchase
2473,EXP059,2016/07/23T21:07:16,Purchase
1237,EXP048,2016/07/27T03:40:36,Purchase
1813,EXP022,2016/07/21T05:19:22,Purchase
106,EXP048,2016/07/23T10:56:22,Purchase
700,EXP005,2016/07/22T07:59:39,Purchase
3688,EXP080,2016/07/27T07:42:41,Purchase
2591,EXP021,2016/07/21T21:05:17,Purchase
3551,EXP073,2016/07/27T03:07:50,Purchase
3967,EXP084,2016/07/25T12:53:48,Purchase
775,EXP073,2016/07/24T12:08:37,Purchase
2244,EXP084,2016/07/22T22:37:19,Purchase
1358,EXP091,2016/07/23T15:01:35,Purchase
2202,EXP000,2016/07/29T05:57:31,Purchase
192,EXP004,2016/07/20T11:49:02,Purchase
3152,EXP070,2016/07/24T12:24:31,Purchase
2635,EXP015,2016/07/27T14:38:40,Purchase
1397,EXP010,2016/07/28T02:20:20,Purchase
3123,EXP005,2016/07/23T17:52:42,Purchase
846,EXP045,2016/07/27T04:55:45,Purchase
2363,EXP022,2016/07/26T10:46:35,Purchase
1111,EXP003,2016/07/25T18:30:51,Purchase
3467,EXP047,2016/07/25T19:41:27,Purchase
890,EXP069,2016/07/26T18:59:12,Purchase
449,EXP084,2016/07/29T14:10:12,Purchase
3161,EXP083,2016/07/21T06:47:17,Purchase
3894,EXP088,2016/07/23T17:54:33,Purchase
1048,EXP076,2016/07/23T20:05:59,Purchase
2180,EXP021,2016/07/20T08:40:19,Purchase
327,EXP002,2016/07/27T07:32:20,Purchase
1791,EXP077,2016/07/27T21:00:18,Purchase
3964,EXP008,2016/07/26T12:36:29,Purchase
1326,EXP027,2016/07/27T18:42:06,Purchase
3525,EXP023,2016/07/21T02:13:56,Purchase
2911,EXP055,2016/07/29T13:10:26,Purchase
634,EXP044,2016/07/23T15:55:34,Purchase
2314,EXP080,2016/07/25T19:53:29,Purchase
291,EXP078,2016/07/21T15:17:29,Purchase
699,EXP057,2016/07/22T01:29:34,Purchase
1792,EXP000,2016/07/23T09:09:46,Purchase
321,EXP090,2016/07/21T17:56:48,Purchase
2463,EXP061,2016/07/26T11:14:14,Purchase
2436,EXP049,2016/07/20T18:34:08,Purchase
3943,EXP078,2016/07/25T13:55:34,Purchase
785,EXP073,2016/07/22T07:36:38,Purchase
3051,EXP090,2016/07/26T13:05:13,Purchase
3493,EXP051,2016/07/24T12:36:37,Purchase
513,EXP005,2016/07/24T15:01:58,Purchase
3981,EXP061,2016/07/24T01:37:08,Purchase
